_id,no,evseId,connectorId,tariffId,siteId,idTag,meterStart,meterStop,cost,userCost,begin,end,id,userId,energyDelivered,finishedAt,lastUpdated,chargingTime
67df45afc1cf68c4cbfe4dbc,11102,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,174998,175000,,,2023-05-04T13:51:07.810Z,2023-05-04T13:54:57.795Z,6453b84b59cf6600123af511,6453b82f82ea136b9458e454,0.002,2023-05-04T14:21:21.233Z,,
67df45afc1cf68c4cbfe4dbd,11103,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,175000,178361,0.341,0.341,2023-05-04T13:55:39.973Z,2023-05-04T14:53:23.210Z,6453b95b59cf6600123af51f,6453b82f82ea136b9458e454,3.361,2023-05-04T14:53:24.475Z,2023-05-04T14:53:24.475Z,2023-05-04T14:53:24.475Z
67df45afc1cf68c4cbfe4dbe,11104,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,178362,179270,0.111,0.111,2023-05-04T14:53:57.397Z,2023-05-04T15:09:33.430Z,6453c7056ff780668cc82c82,6453b82f82ea136b9458e454,0.908,2023-05-04T15:09:34.266Z,2023-05-04T15:09:34.266Z,2023-05-04T15:09:34.266Z
67df45afc1cf68c4cbfe4dbf,11105,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,179270,179775,0.051,0.051,2023-05-04T15:09:43.598Z,2023-05-04T15:19:51.897Z,6453cab7f197fa3e8c090b7d,6453b82f82ea136b9458e454,0.505,2023-05-04T15:26:33.436Z,2023-05-04T15:26:33.436Z,2023-05-04T15:26:33.436Z
67df45afc1cf68c4cbfe4dc0,11106,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,179775,179777,,,2023-05-04T15:20:47.137Z,2023-05-04T15:26:32.623Z,6453cd4f41f23f664494d343,6453b82f82ea136b9458e454,0.002,2023-05-04T16:19:20.064Z,,
67df45afc1cf68c4cbfe4dc1,11107,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,179777,179777,,,2023-05-04T15:26:40.224Z,2023-05-04T15:28:12.052Z,6453ceb0afecce28601725df,6453b82f82ea136b9458e454,0,2023-05-04T16:19:20.146Z,,
67df45afc1cf68c4cbfe4dc2,11108,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,179777,180038,0.026,0.026,2023-05-04T15:28:55.418Z,2023-05-04T15:40:55.052Z,6453cf37afecce28601725ef,6453b82f82ea136b9458e454,0.261,2023-05-04T15:40:55.903Z,2023-05-04T15:40:55.904Z,2023-05-04T15:40:55.904Z
67df45afc1cf68c4cbfe4dc3,11109,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,180038,180038,,,2023-05-04T15:41:05.415Z,2023-05-04T15:42:05.028Z,6453d2114cd2a512507d60ef,6453b82f82ea136b9458e454,0,2023-05-04T16:19:20.319Z,,
67df45afc1cf68c4cbfe4dc4,11110,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,180038,180378,0.035,0.035,2023-05-04T15:42:46.015Z,2023-05-04T15:55:30.288Z,6453d2764cd2a512507d60f5,6453b82f82ea136b9458e454,0.34,2023-05-04T16:19:20.410Z,,
67df45afc1cf68c4cbfe4dc5,11111,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,180378,180498,0.012,0.012,2023-05-04T15:56:52.741Z,2023-05-04T16:06:33.958Z,6453d5c456a1bc4da050a2e7,6453b82f82ea136b9458e454,0.12,2023-05-05T08:17:36.428Z,,
67df45afc1cf68c4cbfe4dc6,11112,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,180498,182250,0.178,0.178,2023-05-04T16:08:42.219Z,2023-05-04T18:31:15.923Z,6453d88adb177b6c401bafaa,6453b82f82ea136b9458e454,1.752,2023-05-05T08:17:36.512Z,,
67df45afc1cf68c4cbfe4dc7,11113,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,B5485549,182250,185245,0.304,0.304,2023-05-05T13:10:29.278Z,2023-05-05T14:03:16.318Z,645500454c3f470012acf54b,643d70b933af02001273760d,2.995,2023-06-02T17:25:52.129Z,,
67df45afc1cf68c4cbfe4dc8,11114,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,B333E6AD,185245,192146,0.755,0.755,2023-05-08T08:15:40.921Z,2023-05-08T17:28:08.115Z,6458afac4c3f470012ad2fb6,640f0585c313db0018069244,6.901,2023-06-02T17:25:52.132Z,,
67df45afc1cf68c4cbfe4dc9,11115,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,192146,201880,1.126,1.126,2023-05-09T08:44:02.971Z,2023-05-09T11:59:42.667Z,645a07d24c3f470012ad452c,6453b82f82ea136b9458e454,9.734,2023-06-02T17:25:52.134Z,,
67df45afc1cf68c4cbfe4dca,11116,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,201880,209257,0.832,0.832,2023-05-11T08:32:50.923Z,2023-05-11T12:11:52.573Z,645ca8324c3f470012ad6f27,6453b82f82ea136b9458e454,7.377,2023-06-02T17:25:52.137Z,,
67df45afc1cf68c4cbfe4dcb,11117,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,B5485549,209257,212252,0.304,0.304,2023-05-11T13:11:55.043Z,2023-05-11T14:04:40.594Z,645ce99b4c3f470012ad7337,643d70b933af02001273760d,2.995,2023-06-02T17:25:52.139Z,,
67df45afc1cf68c4cbfe4dcc,11118,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,212252,217229,0.578,0.578,2023-05-12T09:04:47.488Z,2023-05-12T11:45:32.163Z,645e012f4c3f470012ad84b4,6453b82f82ea136b9458e454,4.977,2023-06-02T17:25:52.142Z,,
67df45afc1cf68c4cbfe4dcd,11119,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,B5485549,217229,221259,0.409,0.409,2023-05-12T13:09:49.555Z,2023-05-12T14:21:19.292Z,645e3a9d4c3f470012ad8848,643d70b933af02001273760d,4.03,2023-06-02T17:25:52.144Z,,
67df45afc1cf68c4cbfe4dce,11120,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,4D0D9174,221259,252099,3.479,3.479,2023-05-15T08:25:05.682Z,2023-05-15T16:34:20.381Z,6461ec614c3f470012adc24b,64538b2e59cf6600123af26a,30.84,2023-06-02T17:25:52.146Z,,
67df45afc1cf68c4cbfe4dcf,11125,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,B333E6AD,252099,257965,0.595,0.595,2023-05-16T13:22:49.093Z,2023-05-16T15:06:33.568Z,646383a94c3f470012addc36,640f0585c313db0018069244,5.866,2023-06-02T17:25:52.158Z,,
67df45afc1cf68c4cbfe4dd0,11126,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,B5485549,257965,262568,0.467,0.467,2023-05-16T16:00:26.106Z,2023-05-16T17:21:18.233Z,6463a89a4c3f470012addf0d,643d70b933af02001273760d,4.603,2023-06-02T17:25:52.160Z,,
67df45afc1cf68c4cbfe4dd1,11128,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,262568,271138,0.87,0.87,2023-05-17T13:34:39.077Z,2023-05-17T17:45:22.050Z,6464d7ef4c3f470012adf20f,6453b82f82ea136b9458e454,8.57,2023-06-02T17:25:52.165Z,,
67df45afc1cf68c4cbfe4dd2,11131,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,B333E6AD,271138,277862,0.682,0.682,2023-05-18T14:08:19.921Z,2023-05-18T16:11:20.138Z,646631534c3f470012ae0774,640f0585c313db0018069244,6.724,2023-06-02T17:25:52.174Z,,
67df45afc1cf68c4cbfe4dd3,11132,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,277862,282423,0.548,0.548,2023-05-19T09:34:23.666Z,2023-05-19T11:46:49.432Z,6467429f4c3f470012ae1825,6453b82f82ea136b9458e454,4.561,2023-06-02T17:25:52.177Z,,
67df45afc1cf68c4cbfe4dd4,11133,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,282423,288828,0.65,0.65,2023-05-19T13:38:22.503Z,2023-05-19T18:09:45.059Z,64677bce4c3f470012ae1bc1,6453b82f82ea136b9458e454,6.405,2023-06-02T17:25:52.179Z,,
67df45afc1cf68c4cbfe4dd5,11134,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,288828,296355,0.875,0.875,2023-05-23T08:55:45.399Z,2023-05-23T12:07:53.552Z,646c7f914c3f470012ae6b32,6453b82f82ea136b9458e454,7.527,2023-06-02T17:25:52.181Z,,
67df45afc1cf68c4cbfe4dd6,11135,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,B333E6AD,296355,303205,0.796,0.796,2023-05-24T08:59:52.156Z,2023-05-24T11:19:12.960Z,646dd2084c3f470012ae803d,640f0585c313db0018069244,6.85,2023-06-02T17:25:52.183Z,,
67df45afc1cf68c4cbfe4dd7,11136,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,B5485549,303205,313657,1.061,1.061,2023-05-24T13:07:45.065Z,2023-05-24T17:15:24.239Z,646e0c214c3f470012ae8449,643d70b933af02001273760d,10.452,2023-06-02T17:25:52.186Z,,
67df45afc1cf68c4cbfe4dd8,11137,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,313657,321529,0.853,0.853,2023-05-25T07:49:37.706Z,2023-05-25T11:42:13.907Z,646f13114c3f470012ae948d,6453b82f82ea136b9458e454,7.872,2023-06-02T17:25:52.188Z,,
67df45afc1cf68c4cbfe4dd9,11138,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,321529,324168,0.268,0.268,2023-05-25T14:24:23.705Z,2023-05-25T17:42:45.511Z,646f6f974c3f470012ae9a56,6453b82f82ea136b9458e454,2.639,2023-06-02T17:25:52.190Z,,
67df45afc1cf68c4cbfe4dda,11139,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,B5485549,324168,324991,0.054,0.054,2023-05-28T19:22:36.283Z,2023-05-28T19:37:53.077Z,6473a9fc4c3f470012aedc9a,643d70b933af02001273760d,0.823,2023-06-02T17:25:52.192Z,,
67df45afc1cf68c4cbfe4ddb,11140,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,4D0D9174,324991,350494,2.671,2.671,2023-05-29T07:34:54.843Z,2023-05-29T16:43:22.878Z,6474559e4c3f470012aee784,64538b2e59cf6600123af26a,25.503,2023-06-02T17:25:52.195Z,,
67df45afc1cf68c4cbfe4ddc,11142,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,B5485549,350494,353801,0.336,0.336,2023-05-30T12:31:29.438Z,2023-05-30T13:29:54.825Z,6475eca14c3f470012af017b,643d70b933af02001273760d,3.307,2023-06-02T17:25:52.199Z,,
67df45afc1cf68c4cbfe4ddd,11143,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,353801,353813,,,2023-05-31T08:47:35.704Z,2023-05-31T08:48:04.925Z,647709a74c3f470012af12f8,6453b82f82ea136b9458e454,0.012,2023-06-02T17:25:52.201Z,,
67df45afc1cf68c4cbfe4dde,11144,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,353813,364243,1.205,1.205,2023-05-31T08:49:42.354Z,2023-05-31T12:22:36.978Z,64770a264c3f470012af12fd,6453b82f82ea136b9458e454,10.43,2023-06-02T17:25:52.204Z,,
67df45afc1cf68c4cbfe4ddf,11145,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,B5485549,364243,367442,0.325,0.325,2023-05-31T15:25:37.794Z,2023-05-31T16:21:57.138Z,647766f14c3f470012af18d5,643d70b933af02001273760d,3.199,2023-06-02T17:25:52.206Z,,
67df45afc1cf68c4cbfe4de0,11146,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,4D0D9174,367442,384000,1.709,1.709,2023-06-02T07:41:36.376Z,2023-06-02T16:14:40.158Z,64799d304c3f470012af3c49,64538b2e59cf6600123af26a,16.558,2023-06-02T17:25:52.208Z,,
67df45afc1cf68c4cbfe4de1,11147,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,B333E6AD,384000,390902,0.76,0.76,2023-06-02T17:20:59.505Z,2023-06-02T19:43:33.615Z,647a24fb4c3f470012af44aa,640f0585c313db0018069244,6.902,2023-09-01T08:34:56.893Z,,
67df45afc1cf68c4cbfe4de2,11148,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,4D0D9174,390902,405176,1.469,1.469,2023-06-05T07:44:16.664Z,2023-06-05T15:19:42.758Z,647d92501a4a7a0013fb48c5,64538b2e59cf6600123af26a,14.274,2023-09-01T08:34:56.896Z,,
67df45afc1cf68c4cbfe4de3,11149,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,B5485549,405176,408355,0.323,0.323,2023-06-06T13:19:40.503Z,2023-06-06T14:16:07.102Z,647f326c1a4a7a0013fb62af,643d70b933af02001273760d,3.179,2023-09-01T08:34:56.899Z,,
67df45afc1cf68c4cbfe4de4,11150,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,4D0D9174,408355,415545,0.73,0.73,2023-06-07T07:41:45.050Z,2023-06-07T17:10:34.267Z,648034b91a4a7a0013fb72e3,64538b2e59cf6600123af26a,7.19,2023-09-01T08:34:56.901Z,,
67df45afc1cf68c4cbfe4de5,11151,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,4D0D9174,415545,417971,0.246,0.246,2023-06-07T17:28:25.648Z,2023-06-07T18:29:44.965Z,6480be391a4a7a0013fb7b39,64538b2e59cf6600123af26a,2.426,2023-09-01T08:34:56.903Z,,
67df45afc1cf68c4cbfe4de6,11152,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,130FE2AD,417971,420958,0.303,0.303,2023-06-09T13:32:08.135Z,2023-06-09T14:24:53.386Z,648329d81a4a7a0013fba206,643d70b933af02001273760d,2.987,2023-09-01T08:34:56.906Z,,
67df45afc1cf68c4cbfe4de7,11153,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,4D0D9174,420958,423303,0.238,0.238,2023-06-12T14:12:49.061Z,2023-06-12T14:26:39.967Z,648727e11a4a7a0013fbe143,64538b2e59cf6600123af26a,2.345,2023-09-01T08:34:56.908Z,,
67df45afc1cf68c4cbfe4de8,11154,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,423303,434297,1.116,1.116,2023-06-12T14:42:34.186Z,2023-06-12T17:50:47.113Z,64872eda1a4a7a0013fbe1b9,6453b82f82ea136b9458e454,10.994,2023-09-01T08:34:56.911Z,,
67df45afc1cf68c4cbfe4de9,11155,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,B5485549,434297,435805,0.165,0.165,2023-06-12T18:11:44.917Z,2023-06-12T18:38:22.625Z,64875fe01a4a7a0013fbe4f2,643d70b933af02001273760d,1.508,2023-09-01T08:34:56.913Z,,
67df45afc1cf68c4cbfe4dea,11156,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,4D0D9174,435805,506974,7.719,7.719,2023-06-13T07:37:42.997Z,2023-06-13T15:51:38.116Z,64881cc71a4a7a0013fbf0be,64538b2e59cf6600123af26a,71.169,2023-09-01T08:34:56.915Z,,
67df45afc1cf68c4cbfe4deb,11157,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,506974,514214,0.831,0.831,2023-06-14T08:24:31.618Z,2023-06-14T11:55:47.195Z,6489793f1a4a7a0013fc066d,6453b82f82ea136b9458e454,7.24,2023-09-01T08:34:56.918Z,,
67df45afc1cf68c4cbfe4dec,11158,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,514214,519849,0.572,0.572,2023-06-15T13:52:11.939Z,2023-06-15T18:29:15.422Z,648b178b1a4a7a0013fc204e,6453b82f82ea136b9458e454,5.635,2023-09-01T08:34:56.920Z,,
67df45afc1cf68c4cbfe4ded,11159,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,F51F555D,519849,524599,0.482,0.482,2023-06-16T13:50:25.540Z,2023-06-16T18:41:47.372Z,648c68a11a4a7a0013fc355c,6453b82f82ea136b9458e454,4.75,2023-09-01T08:34:56.925Z,,
67df45afc1cf68c4cbfe4dee,11160,63f7a0792bb4b7001231f198,1,601adcb1a8ba4141042532c2,63722d1ffaf87162cc48fe46,4D0D9174,524599,534000,0.955,0.955,2023-06-19T07:59:39.823Z,2023-06-19T11:18:01.154Z,64900aeb1a4a7a0013fc6efb,64538b2e59cf6600123af26a,9.401,2023-09-01T08:34:56.927Z,,
